Container Job,T_j,Source,Destination
1147,14:15:00,Block 4,W/P 2
428,14:16:00,Block 20,W/P 6
1868,14:17:00,W/P 3,Block 27
2588,14:17:00,Block 21,W/P 5
1148,14:17:00,Block 10,W/P 3
429,14:18:00,Block 13,W/P 7
1869,14:19:00,Block 7,W/P 5
1149,14:19:00,Block 3,W/P 3
2589,14:19:00,Block 4,W/P 4
430,14:20:00,Block 13,W/P 3
2590,14:21:00,Block 19,W/P 2
1150,14:21:00,Block 11,W/P 4
1870,14:21:00,Block 4,W/P 5
431,14:22:00,Block 2,W/P 7
2591,14:23:00,Block 23,W/P 3
1151,14:23:00,Block 27,W/P 1
1871,14:23:00,W/P 6,Block 9
432,14:24:00,Block 27,W/P 7
1872,14:25:00,Block 18,W/P 6
1152,14:25:00,Block 26,W/P 5
2592,14:25:00,Block 2,W/P 6
433,14:26:00,Block 28,W/P 6
1873,14:27:00,Block 7,W/P 3
1153,14:27:00,Block 14,W/P 4
2593,14:27:00,Block 32,W/P 4
434,14:28:00,Block 9,W/P 3
1874,14:29:00,Block 31,W/P 2
1154,14:29:00,W/P 5,Block 23
2594,14:29:00,Block 4,W/P 3
435,14:30:00,Block 20,W/P 1
1155,14:31:00,Block 28,W/P 3
2595,14:31:00,Block 8,W/P 1
1875,14:31:00,Block 13,W/P 7
436,14:32:00,Block 10,W/P 3
2596,14:33:00,Block 28,W/P 4
1876,14:33:00,Block 2,W/P 6
1156,14:33:00,Block 15,W/P 5
437,14:34:00,Block 20,W/P 4
1157,14:35:00,Block 2,W/P 4
1877,14:35:00,Block 31,W/P 7
2597,14:35:00,W/P 1,Block 3
438,14:36:00,Block 14,W/P 2
1878,14:37:00,W/P 3,Block 32
2598,14:37:00,Block 29,W/P 7
1158,14:37:00,W/P 1,Block 9
439,14:38:00,W/P 5,Block 13
1879,14:39:00,Block 6,W/P 1
2599,14:39:00,Block 15,W/P 4
1159,14:39:00,Block 30,W/P 5
440,14:40:00,Block 3,W/P 1
2600,14:41:00,Block 18,W/P 2
1880,14:41:00,Block 19,W/P 2
1160,14:41:00,W/P 1,Block 10
441,14:42:00,W/P 5,Block 12
1161,14:43:00,W/P 5,Block 22
1881,14:43:00,Block 4,W/P 4
2601,14:43:00,W/P 4,Block 6
442,14:44:00,Block 22,W/P 2
1162,14:45:00,Block 28,W/P 5
1882,14:45:00,Block 23,W/P 6
2602,14:45:00,W/P 2,Block 13
443,14:46:00,Block 31,W/P 2
2603,14:47:00,Block 30,W/P 4
1883,14:47:00,W/P 6,Block 31
1163,14:47:00,Block 19,W/P 4
444,14:48:00,Block 22,W/P 4
2604,14:49:00,W/P 5,Block 30
1164,14:49:00,Block 32,W/P 4
1884,14:49:00,Block 32,W/P 5
445,14:50:00,Block 4,W/P 2
1165,14:51:00,Block 28,W/P 7
2605,14:51:00,W/P 7,Block 18
1885,14:51:00,Block 14,W/P 6
446,14:52:00,Block 8,W/P 2
1166,14:53:00,Block 28,W/P 6
2606,14:53:00,Block 16,W/P 3
1886,14:53:00,Block 28,W/P 1
447,14:54:00,W/P 6,Block 31
1167,14:55:00,Block 22,W/P 1
1887,14:55:00,Block 16,W/P 6
2607,14:55:00,Block 15,W/P 4
448,14:56:00,Block 18,W/P 7
1168,14:57:00,Block 25,W/P 5
2608,14:57:00,Block 4,W/P 5
1888,14:57:00,Block 7,W/P 1
449,14:58:00,Block 23,W/P 7
2609,14:59:00,Block 23,W/P 3
1889,14:59:00,Block 9,W/P 4
1169,14:59:00,Block 14,W/P 7
450,15:00:00,Block 26,W/P 2
2610,15:01:00,W/P 7,Block 2
1170,15:01:00,Block 32,W/P 7
1890,15:01:00,Block 5,W/P 4
451,15:02:00,Block 2,W/P 1
2611,15:03:00,Block 14,W/P 3
1171,15:03:00,Block 7,W/P 3
1891,15:03:00,Block 5,W/P 2
452,15:04:00,Block 20,W/P 2
1892,15:05:00,Block 19,W/P 5
1172,15:05:00,Block 30,W/P 1
2612,15:05:00,Block 3,W/P 5
453,15:06:00,Block 18,W/P 2
1173,15:07:00,W/P 4,Block 30
1893,15:07:00,Block 10,W/P 5
2613,15:07:00,Block 28,W/P 4
454,15:08:00,Block 30,W/P 2
2614,15:09:00,Block 31,W/P 1
1174,15:09:00,Block 10,W/P 4
1894,15:09:00,Block 10,W/P 3
455,15:10:00,W/P 5,Block 15
2615,15:11:00,Block 3,W/P 1
1895,15:11:00,Block 31,W/P 3
1175,15:11:00,Block 12,W/P 5
456,15:12:00,Block 10,W/P 5
2616,15:13:00,Block 17,W/P 1
1896,15:13:00,Block 8,W/P 6
1176,15:13:00,Block 6,W/P 4
457,15:14:00,Block 13,W/P 4
1897,15:15:00,Block 4,W/P 5
2617,15:15:00,Block 18,W/P 2
1177,15:15:00,Block 14,W/P 7
458,15:16:00,Block 20,W/P 1
1178,15:17:00,W/P 4,Block 2
1898,15:17:00,Block 9,W/P 5
2618,15:17:00,Block 6,W/P 3
459,15:18:00,Block 19,W/P 6
2619,15:19:00,Block 21,W/P 1
1179,15:19:00,Block 4,W/P 4
1899,15:19:00,Block 30,W/P 5
460,15:20:00,Block 32,W/P 5
2620,15:21:00,Block 30,W/P 3
1900,15:21:00,Block 15,W/P 4
1180,15:21:00,Block 29,W/P 1
461,15:22:00,W/P 7,Block 2
2621,15:23:00,Block 7,W/P 6
1181,15:23:00,Block 16,W/P 2
1901,15:23:00,Block 7,W/P 6
462,15:24:00,Block 11,W/P 4
1902,15:25:00,W/P 4,Block 30
1182,15:25:00,Block 5,W/P 5
2622,15:25:00,Block 9,W/P 5
463,15:26:00,Block 11,W/P 1
1183,15:27:00,Block 6,W/P 3
1903,15:27:00,Block 18,W/P 3
2623,15:27:00,Block 13,W/P 7
464,15:28:00,Block 4,W/P 3
1184,15:29:00,W/P 3,Block 29
1904,15:29:00,Block 3,W/P 6
2624,15:29:00,W/P 1,Block 28
465,15:30:00,Block 9,W/P 3
1185,15:31:00,W/P 5,Block 27
1905,15:31:00,Block 21,W/P 4
2625,15:31:00,Block 22,W/P 2
466,15:32:00,Block 14,W/P 2
1906,15:33:00,Block 9,W/P 5
2626,15:33:00,Block 5,W/P 1
1186,15:33:00,Block 15,W/P 6
467,15:34:00,Block 11,W/P 4
2627,15:35:00,Block 6,W/P 3
1187,15:35:00,W/P 2,Block 29
1907,15:35:00,Block 30,W/P 7
468,15:36:00,W/P 3,Block 1
2628,15:37:00,Block 11,W/P 1
1188,15:37:00,W/P 1,Block 9
1908,15:37:00,Block 30,W/P 4
469,15:38:00,Block 8,W/P 4
1909,15:39:00,Block 32,W/P 1
2629,15:39:00,W/P 2,Block 17
1189,15:39:00,Block 26,W/P 3
470,15:40:00,Block 29,W/P 4
1190,15:41:00,Block 29,W/P 6
1910,15:41:00,Block 17,W/P 5
2630,15:41:00,Block 28,W/P 1
471,15:42:00,Block 28,W/P 1
1911,15:43:00,Block 19,W/P 4
2631,15:43:00,Block 6,W/P 5
1191,15:43:00,Block 21,W/P 7
472,15:44:00,W/P 2,Block 9
1192,15:45:00,Block 24,W/P 6
2632,15:45:00,W/P 1,Block 11
1912,15:45:00,Block 13,W/P 4
473,15:46:00,Block 23,W/P 6
1913,15:47:00,W/P 2,Block 9
1193,15:47:00,Block 5,W/P 3
2633,15:47:00,W/P 3,Block 1
474,15:48:00,Block 30,W/P 7
1194,15:49:00,Block 23,W/P 3
1914,15:49:00,Block 16,W/P 1
2634,15:49:00,Block 30,W/P 2
475,15:50:00,Block 32,W/P 4
2635,15:51:00,W/P 3,Block 16
1915,15:51:00,Block 17,W/P 1
1195,15:51:00,Block 19,W/P 5
476,15:52:00,W/P 7,Block 15
1196,15:53:00,Block 19,W/P 7
2636,15:53:00,W/P 2,Block 1
1916,15:53:00,Block 23,W/P 1
477,15:54:00,Block 13,W/P 1
1197,15:55:00,W/P 1,Block 15
2637,15:55:00,Block 20,W/P 1
1917,15:55:00,Block 29,W/P 3
478,15:56:00,Block 25,W/P 6
1198,15:57:00,Block 25,W/P 2
2638,15:57:00,Block 31,W/P 2
1918,15:57:00,Block 18,W/P 7
479,15:58:00,Block 14,W/P 6
1919,15:59:00,Block 4,W/P 1
1199,15:59:00,Block 31,W/P 7
2639,15:59:00,Block 17,W/P 7
480,16:00:00,W/P 5,Block 3
1920,16:01:00,Block 30,W/P 3
1200,16:01:00,Block 14,W/P 7
2640,16:01:00,Block 2,W/P 4
481,16:02:00,Block 23,W/P 5
1201,16:03:00,Block 29,W/P 2
2641,16:03:00,Block 29,W/P 6
1921,16:03:00,Block 6,W/P 2
482,16:04:00,Block 12,W/P 3
2642,16:05:00,Block 22,W/P 7
1202,16:05:00,Block 7,W/P 7
1922,16:05:00,Block 10,W/P 6
483,16:06:00,Block 28,W/P 6
2643,16:07:00,W/P 5,Block 19
1923,16:07:00,Block 3,W/P 4
1203,16:07:00,Block 8,W/P 3
484,16:08:00,Block 27,W/P 2
1204,16:09:00,Block 6,W/P 4
2644,16:09:00,W/P 4,Block 11
1924,16:09:00,Block 26,W/P 6
485,16:10:00,W/P 4,Block 3
1925,16:11:00,Block 7,W/P 3
2645,16:11:00,Block 10,W/P 4
1205,16:11:00,Block 11,W/P 3
486,16:12:00,Block 28,W/P 5
1206,16:13:00,Block 4,W/P 3
1926,16:13:00,W/P 6,Block 17
2646,16:13:00,Block 12,W/P 2
487,16:14:00,W/P 2,Block 18
1927,16:15:00,Block 28,W/P 1
1207,16:15:00,Block 18,W/P 1
2647,16:15:00,W/P 2,Block 24
488,16:16:00,Block 4,W/P 2
2648,16:17:00,Block 26,W/P 4
1928,16:17:00,Block 16,W/P 1
1208,16:17:00,Block 25,W/P 3
489,16:18:00,Block 19,W/P 1
2649,16:19:00,Block 32,W/P 2
1929,16:19:00,Block 27,W/P 1
1209,16:19:00,Block 1,W/P 5
490,16:20:00,Block 27,W/P 3
1210,16:21:00,Block 24,W/P 1
1930,16:21:00,Block 4,W/P 1
2650,16:21:00,Block 31,W/P 1
491,16:22:00,W/P 7,Block 7
1211,16:23:00,Block 15,W/P 4
2651,16:23:00,Block 8,W/P 1
1931,16:23:00,Block 3,W/P 6
492,16:24:00,Block 22,W/P 3
1932,16:25:00,Block 22,W/P 1
1212,16:25:00,Block 6,W/P 4
2652,16:25:00,Block 20,W/P 7
493,16:26:00,Block 6,W/P 4
2653,16:27:00,Block 22,W/P 7
1933,16:27:00,Block 12,W/P 6
1213,16:27:00,Block 4,W/P 1
494,16:28:00,Block 25,W/P 2
1934,16:29:00,Block 9,W/P 7
2654,16:29:00,Block 28,W/P 7
1214,16:29:00,Block 6,W/P 4
495,16:30:00,Block 10,W/P 4
1935,16:31:00,W/P 4,Block 10
2655,16:31:00,Block 4,W/P 3
1215,16:31:00,W/P 4,Block 29
496,16:32:00,W/P 2,Block 27
2656,16:33:00,Block 3,W/P 2
1216,16:33:00,Block 3,W/P 4
1936,16:33:00,Block 21,W/P 7
497,16:34:00,Block 20,W/P 4
1937,16:35:00,W/P 1,Block 28
2657,16:35:00,W/P 7,Block 21
1217,16:35:00,Block 22,W/P 7
498,16:36:00,Block 29,W/P 3
1938,16:37:00,Block 9,W/P 6
1218,16:37:00,Block 4,W/P 6
2658,16:37:00,Block 12,W/P 3
499,16:38:00,Block 9,W/P 4
1219,16:39:00,Block 24,W/P 3
1939,16:39:00,Block 26,W/P 5
2659,16:39:00,W/P 7,Block 3
500,16:40:00,Block 3,W/P 2
2660,16:41:00,W/P 7,Block 5
1220,16:41:00,Block 24,W/P 5
1940,16:41:00,W/P 5,Block 28
501,16:42:00,Block 28,W/P 4
1941,16:43:00,W/P 1,Block 28
1221,16:43:00,W/P 4,Block 14
2661,16:43:00,Block 29,W/P 7
502,16:44:00,Block 25,W/P 1
1942,16:45:00,W/P 6,Block 2
2662,16:45:00,Block 30,W/P 7
1222,16:45:00,Block 29,W/P 5
503,16:46:00,Block 8,W/P 7
1223,16:47:00,Block 17,W/P 5
1943,16:47:00,Block 7,W/P 7
2663,16:47:00,Block 24,W/P 7
504,16:48:00,W/P 5,Block 16
1224,16:49:00,Block 30,W/P 3
1944,16:49:00,Block 5,W/P 1
2664,16:49:00,Block 30,W/P 3
505,16:50:00,Block 5,W/P 6
1945,16:51:00,Block 13,W/P 7
2665,16:51:00,Block 24,W/P 6
1225,16:51:00,Block 23,W/P 3
506,16:52:00,Block 22,W/P 4
2666,16:53:00,W/P 5,Block 3
1946,16:53:00,Block 2,W/P 2
1226,16:53:00,Block 27,W/P 3
507,16:54:00,Block 23,W/P 6
1227,16:55:00,Block 9,W/P 7
2667,16:55:00,Block 23,W/P 5
1947,16:55:00,Block 31,W/P 5
508,16:56:00,Block 17,W/P 3
1948,16:57:00,Block 15,W/P 6
2668,16:57:00,Block 12,W/P 6
1228,16:57:00,Block 20,W/P 2
509,16:58:00,Block 19,W/P 1
1949,16:59:00,Block 10,W/P 5
2669,16:59:00,Block 12,W/P 5
1229,16:59:00,Block 16,W/P 6
510,17:00:00,Block 24,W/P 1
2670,17:01:00,Block 7,W/P 3
1950,17:01:00,Block 7,W/P 1
1230,17:01:00,Block 21,W/P 1
511,17:02:00,Block 23,W/P 3
1951,17:03:00,Block 8,W/P 6
1231,17:03:00,Block 22,W/P 2
2671,17:03:00,Block 23,W/P 4
512,17:04:00,Block 1,W/P 6
1952,17:05:00,Block 3,W/P 3
2672,17:05:00,Block 10,W/P 5
1232,17:05:00,Block 9,W/P 3
513,17:06:00,Block 16,W/P 5
1953,17:07:00,W/P 2,Block 4
2673,17:07:00,Block 31,W/P 5
1233,17:07:00,Block 3,W/P 6
514,17:08:00,Block 13,W/P 2
1954,17:09:00,Block 10,W/P 7
2674,17:09:00,Block 10,W/P 6
1234,17:09:00,Block 18,W/P 1
515,17:10:00,W/P 1,Block 8
1235,17:11:00,W/P 3,Block 32
2675,17:11:00,Block 7,W/P 7
1955,17:11:00,W/P 2,Block 12
516,17:12:00,Block 32,W/P 7
1236,17:13:00,Block 21,W/P 3
2676,17:13:00,W/P 5,Block 17
1956,17:13:00,Block 15,W/P 4
517,17:14:00,Block 23,W/P 2
2677,17:15:00,Block 15,W/P 2
1237,17:15:00,Block 3,W/P 3
1957,17:15:00,Block 12,W/P 3
518,17:16:00,Block 7,W/P 5
2678,17:17:00,Block 8,W/P 4
1958,17:17:00,Block 15,W/P 7
1238,17:17:00,Block 29,W/P 4
519,17:18:00,Block 16,W/P 7
2679,17:19:00,Block 26,W/P 6
1959,17:19:00,Block 3,W/P 6
1239,17:19:00,Block 3,W/P 4
520,17:20:00,W/P 7,Block 1
1960,17:21:00,Block 28,W/P 4
2680,17:21:00,Block 4,W/P 4
1240,17:21:00,Block 1,W/P 1
521,17:22:00,Block 15,W/P 1
1961,17:23:00,Block 16,W/P 2
1241,17:23:00,Block 30,W/P 4
2681,17:23:00,Block 4,W/P 2
522,17:24:00,Block 18,W/P 1
1962,17:25:00,Block 21,W/P 2
1242,17:25:00,Block 10,W/P 5
2682,17:25:00,W/P 3,Block 14
523,17:26:00,Block 19,W/P 6
1243,17:27:00,Block 16,W/P 3
2683,17:27:00,Block 15,W/P 5
1963,17:27:00,Block 16,W/P 3
524,17:28:00,Block 11,W/P 7
1964,17:29:00,Block 20,W/P 7
2684,17:29:00,W/P 6,Block 2
1244,17:29:00,Block 17,W/P 4
525,17:30:00,W/P 7,Block 2
1245,17:31:00,Block 1,W/P 5
2685,17:31:00,Block 11,W/P 1
1965,17:31:00,Block 10,W/P 7
526,17:32:00,W/P 2,Block 28
1246,17:33:00,Block 26,W/P 4
2686,17:33:00,Block 11,W/P 5
1966,17:33:00,Block 21,W/P 2
527,17:34:00,Block 17,W/P 4
1247,17:35:00,W/P 5,Block 20
2687,17:35:00,W/P 1,Block 15
1967,17:35:00,Block 24,W/P 2
528,17:36:00,Block 13,W/P 5
1968,17:37:00,Block 29,W/P 1
1248,17:37:00,Block 27,W/P 1
2688,17:37:00,Block 2,W/P 7
529,17:38:00,Block 21,W/P 1
1969,17:39:00,W/P 4,Block 26
2689,17:39:00,Block 12,W/P 7
1249,17:39:00,Block 19,W/P 5
530,17:40:00,Block 29,W/P 5
2690,17:41:00,Block 9,W/P 2
1250,17:41:00,Block 15,W/P 1
1970,17:41:00,Block 23,W/P 4
531,17:42:00,W/P 1,Block 31
2691,17:43:00,Block 10,W/P 6
1971,17:43:00,Block 2,W/P 5
1251,17:43:00,W/P 2,Block 10
532,17:44:00,Block 9,W/P 2
1972,17:45:00,Block 16,W/P 5
1252,17:45:00,Block 5,W/P 2
2692,17:45:00,Block 28,W/P 6
533,17:46:00,W/P 3,Block 20
1253,17:47:00,Block 14,W/P 5
2693,17:47:00,Block 6,W/P 4
1973,17:47:00,W/P 5,Block 21
534,17:48:00,Block 23,W/P 3
1254,17:49:00,Block 27,W/P 4
2694,17:49:00,Block 26,W/P 2
1974,17:49:00,Block 12,W/P 5
535,17:50:00,Block 27,W/P 1
1975,17:51:00,Block 17,W/P 2
1255,17:51:00,Block 11,W/P 6
2695,17:51:00,Block 1,W/P 3
536,17:52:00,Block 25,W/P 6
2696,17:53:00,W/P 2,Block 19
1256,17:53:00,Block 11,W/P 2
1976,17:53:00,Block 28,W/P 6
537,17:54:00,Block 27,W/P 7
2697,17:55:00,W/P 6,Block 12
1257,17:55:00,Block 22,W/P 3
1977,17:55:00,Block 13,W/P 1
538,17:56:00,Block 4,W/P 3
2698,17:57:00,Block 19,W/P 2
1978,17:57:00,Block 7,W/P 5
1258,17:57:00,Block 16,W/P 2
539,17:58:00,Block 6,W/P 4
1979,17:59:00,Block 28,W/P 1
1259,17:59:00,Block 15,W/P 3
2699,17:59:00,Block 24,W/P 1
540,18:00:00,Block 32,W/P 7
2700,18:01:00,Block 6,W/P 4
1260,18:01:00,Block 24,W/P 3
1980,18:01:00,Block 9,W/P 3
541,18:02:00,Block 24,W/P 6
2701,18:03:00,Block 29,W/P 3
1261,18:03:00,Block 21,W/P 2
1981,18:03:00,Block 8,W/P 5
542,18:04:00,Block 6,W/P 2
1262,18:05:00,Block 30,W/P 2
2702,18:05:00,Block 30,W/P 1
1982,18:05:00,Block 16,W/P 4
543,18:06:00,Block 7,W/P 3
1263,18:07:00,Block 30,W/P 3
1983,18:07:00,Block 3,W/P 7
2703,18:07:00,Block 14,W/P 2
544,18:08:00,Block 6,W/P 2
2704,18:09:00,Block 21,W/P 5
1264,18:09:00,W/P 7,Block 30
1984,18:09:00,Block 18,W/P 3
545,18:10:00,Block 12,W/P 5
1265,18:11:00,Block 16,W/P 1
2705,18:11:00,Block 21,W/P 2
1985,18:11:00,Block 23,W/P 6
546,18:12:00,Block 19,W/P 7
2706,18:13:00,Block 5,W/P 3
1986,18:13:00,Block 25,W/P 2
1266,18:13:00,Block 18,W/P 7
547,18:14:00,Block 30,W/P 6
2707,18:15:00,Block 8,W/P 6
1987,18:15:00,Block 7,W/P 2
1267,18:15:00,Block 24,W/P 7
548,18:16:00,Block 12,W/P 1
1988,18:17:00,W/P 2,Block 26
2708,18:17:00,Block 32,W/P 5
1268,18:17:00,Block 3,W/P 1
549,18:18:00,Block 10,W/P 3
1989,18:19:00,Block 9,W/P 6
1269,18:19:00,Block 31,W/P 2
2709,18:19:00,Block 8,W/P 6
550,18:20:00,Block 19,W/P 1
1990,18:21:00,Block 11,W/P 7
1270,18:21:00,Block 16,W/P 5
2710,18:21:00,Block 2,W/P 4
551,18:22:00,Block 8,W/P 2
2711,18:23:00,Block 15,W/P 5
1271,18:23:00,Block 30,W/P 2
1991,18:23:00,Block 25,W/P 4
552,18:24:00,W/P 3,Block 19
2712,18:25:00,Block 24,W/P 3
1272,18:25:00,W/P 4,Block 1
1992,18:25:00,Block 17,W/P 2
553,18:26:00,Block 10,W/P 4
2713,18:27:00,Block 28,W/P 2
1993,18:27:00,Block 13,W/P 6
1273,18:27:00,W/P 1,Block 23
554,18:28:00,Block 7,W/P 2
1994,18:29:00,Block 14,W/P 3
2714,18:29:00,Block 19,W/P 7
1274,18:29:00,Block 3,W/P 6
555,18:30:00,Block 28,W/P 7
1275,18:31:00,Block 11,W/P 3
1995,18:31:00,Block 10,W/P 6
2715,18:31:00,Block 13,W/P 5
556,18:32:00,Block 21,W/P 6
1996,18:33:00,Block 13,W/P 7
1276,18:33:00,Block 16,W/P 6
2716,18:33:00,Block 19,W/P 3
557,18:34:00,Block 10,W/P 5
1997,18:35:00,Block 6,W/P 7
1277,18:35:00,Block 12,W/P 4
2717,18:35:00,Block 31,W/P 5
558,18:36:00,Block 17,W/P 2
1998,18:37:00,Block 27,W/P 1
2718,18:37:00,W/P 4,Block 11
1278,18:37:00,W/P 6,Block 17
559,18:38:00,Block 29,W/P 2
2719,18:39:00,W/P 2,Block 32
1279,18:39:00,W/P 2,Block 4
1999,18:39:00,Block 20,W/P 1
560,18:40:00,Block 19,W/P 5
2720,18:41:00,Block 4,W/P 3
2000,18:41:00,W/P 6,Block 14
1280,18:41:00,Block 7,W/P 3
561,18:42:00,W/P 3,Block 28
2001,18:43:00,Block 3,W/P 2
1281,18:43:00,W/P 3,Block 16
2721,18:43:00,Block 25,W/P 3
562,18:44:00,Block 32,W/P 6
2722,18:45:00,Block 26,W/P 1
1282,18:45:00,W/P 4,Block 31
2002,18:45:00,Block 2,W/P 7
563,18:46:00,Block 6,W/P 3
2003,18:47:00,Block 17,W/P 1
2723,18:47:00,Block 32,W/P 6
1283,18:47:00,Block 26,W/P 7
564,18:48:00,W/P 2,Block 7
2004,18:49:00,W/P 5,Block 4
1284,18:49:00,Block 20,W/P 5
2724,18:49:00,Block 24,W/P 2
565,18:50:00,Block 11,W/P 4
2005,18:51:00,W/P 6,Block 14
1285,18:51:00,Block 2,W/P 2
2725,18:51:00,Block 1,W/P 7
566,18:52:00,Block 24,W/P 6
1286,18:53:00,W/P 1,Block 30
2726,18:53:00,Block 20,W/P 6
2006,18:53:00,Block 6,W/P 5
567,18:54:00,Block 12,W/P 1
2007,18:55:00,W/P 5,Block 20
1287,18:55:00,Block 23,W/P 1
2727,18:55:00,Block 12,W/P 6
568,18:56:00,Block 23,W/P 4
1288,18:57:00,Block 5,W/P 6
2728,18:57:00,Block 29,W/P 2
2008,18:57:00,Block 31,W/P 4
569,18:58:00,Block 29,W/P 3
1289,18:59:00,Block 24,W/P 3
2009,18:59:00,Block 23,W/P 7
2729,18:59:00,Block 10,W/P 4
570,19:00:00,Block 7,W/P 5
2730,19:01:00,Block 23,W/P 5
2010,19:01:00,Block 28,W/P 5
1290,19:01:00,W/P 2,Block 14
571,19:02:00,Block 13,W/P 5
2731,19:03:00,Block 15,W/P 4
1291,19:03:00,Block 28,W/P 3
2011,19:03:00,Block 24,W/P 1
572,19:04:00,Block 6,W/P 5
1292,19:05:00,Block 13,W/P 1
2732,19:05:00,Block 14,W/P 1
2012,19:05:00,W/P 3,Block 27
573,19:06:00,Block 5,W/P 6
2013,19:07:00,Block 20,W/P 6
2733,19:07:00,Block 5,W/P 7
1293,19:07:00,W/P 1,Block 5
574,19:08:00,Block 5,W/P 6
1294,19:09:00,Block 15,W/P 6
2014,19:09:00,Block 5,W/P 3
2734,19:09:00,Block 6,W/P 6
575,19:10:00,Block 29,W/P 5
2015,19:11:00,Block 18,W/P 5
2735,19:11:00,W/P 7,Block 24
1295,19:11:00,Block 10,W/P 6
576,19:12:00,Block 15,W/P 5
2016,19:13:00,Block 3,W/P 7
1296,19:13:00,Block 14,W/P 2
2736,19:13:00,Block 15,W/P 4
577,19:14:00,Block 7,W/P 1
2017,19:15:00,W/P 3,Block 7
1297,19:15:00,W/P 2,Block 20
2737,19:15:00,Block 32,W/P 7
578,19:16:00,Block 25,W/P 3
1298,19:17:00,Block 4,W/P 6
2018,19:17:00,Block 2,W/P 7
2738,19:17:00,Block 26,W/P 6
579,19:18:00,Block 12,W/P 5
2019,19:19:00,Block 19,W/P 6
2739,19:19:00,Block 6,W/P 1
1299,19:19:00,Block 7,W/P 3
580,19:20:00,Block 10,W/P 6
2740,19:21:00,W/P 6,Block 30
1300,19:21:00,W/P 6,Block 9
2020,19:21:00,Block 8,W/P 2
581,19:22:00,W/P 6,Block 30
2741,19:23:00,Block 21,W/P 1
1301,19:23:00,Block 23,W/P 3
2021,19:23:00,Block 9,W/P 6
582,19:24:00,Block 21,W/P 4
1302,19:25:00,Block 32,W/P 3
2022,19:25:00,Block 18,W/P 4
2742,19:25:00,Block 14,W/P 1
583,19:26:00,Block 20,W/P 7
1303,19:27:00,Block 9,W/P 6
2743,19:27:00,W/P 7,Block 31
2023,19:27:00,W/P 6,Block 24
584,19:28:00,Block 21,W/P 7
1304,19:29:00,Block 29,W/P 1
2744,19:29:00,Block 22,W/P 6
2024,19:29:00,Block 26,W/P 3
585,19:30:00,Block 15,W/P 6
1305,19:31:00,W/P 6,Block 17
2025,19:31:00,W/P 7,Block 12
2745,19:31:00,Block 19,W/P 2
586,19:32:00,Block 16,W/P 3
2746,19:33:00,W/P 4,Block 4
1306,19:33:00,Block 19,W/P 2
2026,19:33:00,Block 24,W/P 4
587,19:34:00,Block 13,W/P 1
2747,19:35:00,Block 13,W/P 2
1307,19:35:00,Block 2,W/P 7
2027,19:35:00,Block 6,W/P 4
588,19:36:00,Block 16,W/P 4
2748,19:37:00,W/P 5,Block 32
2028,19:37:00,W/P 6,Block 19
1308,19:37:00,Block 16,W/P 7
589,19:38:00,Block 18,W/P 4
1309,19:39:00,Block 18,W/P 4
2749,19:39:00,Block 2,W/P 5
2029,19:39:00,W/P 1,Block 10
590,19:40:00,W/P 5,Block 15
1310,19:41:00,Block 9,W/P 2
2750,19:41:00,Block 8,W/P 3
2030,19:41:00,W/P 2,Block 1
591,19:42:00,W/P 1,Block 32
1311,19:43:00,W/P 3,Block 8
2031,19:43:00,Block 8,W/P 5
2751,19:43:00,Block 30,W/P 2
592,19:44:00,Block 25,W/P 3
1312,19:45:00,Block 2,W/P 7
2752,19:45:00,Block 23,W/P 3
2032,19:45:00,Block 9,W/P 6
593,19:46:00,W/P 3,Block 27
1313,19:47:00,Block 6,W/P 5
2753,19:47:00,Block 6,W/P 7
2033,19:47:00,Block 23,W/P 7
594,19:48:00,Block 19,W/P 5
2034,19:49:00,Block 25,W/P 2
2754,19:49:00,Block 31,W/P 4
1314,19:49:00,Block 28,W/P 6
595,19:50:00,Block 17,W/P 7
2755,19:51:00,Block 21,W/P 4
2035,19:51:00,Block 20,W/P 5
1315,19:51:00,Block 20,W/P 6
596,19:52:00,Block 2,W/P 3
1316,19:53:00,W/P 3,Block 26
2036,19:53:00,Block 31,W/P 6
2756,19:53:00,Block 18,W/P 5
597,19:54:00,Block 6,W/P 4
1317,19:55:00,Block 22,W/P 4
2037,19:55:00,W/P 2,Block 25
2757,19:55:00,Block 17,W/P 1
598,19:56:00,Block 18,W/P 1
1318,19:57:00,W/P 7,Block 31
2758,19:57:00,Block 31,W/P 1
2038,19:57:00,Block 16,W/P 3
599,19:58:00,Block 3,W/P 1
1319,19:59:00,Block 13,W/P 7
2039,19:59:00,Block 14,W/P 1
2759,19:59:00,Block 22,W/P 2
600,20:00:00,Block 17,W/P 1
2760,20:01:00,Block 2,W/P 4
2040,20:01:00,Block 28,W/P 4
1320,20:01:00,Block 17,W/P 3
601,20:02:00,Block 5,W/P 3
1321,20:03:00,Block 4,W/P 7
2761,20:03:00,Block 7,W/P 7
2041,20:03:00,W/P 4,Block 18
602,20:04:00,Block 14,W/P 3
1322,20:05:00,W/P 3,Block 23
2762,20:05:00,Block 8,W/P 3
2042,20:05:00,Block 15,W/P 2
603,20:06:00,Block 27,W/P 2
2763,20:07:00,Block 8,W/P 1
2043,20:07:00,Block 30,W/P 1
1323,20:07:00,W/P 2,Block 4
604,20:08:00,Block 5,W/P 7
2044,20:09:00,Block 19,W/P 5
2764,20:09:00,Block 5,W/P 2
